Wall time,Step,Value
1602226687.028031,0,0.343916654586792
1602226700.410833,1,0.619350016117096
1602226713.479109,2,0.7912166714668274
1602226726.816402,3,0.8527166843414307
1602226739.89522,4,0.7963500022888184
1602226752.636918,5,0.8331666588783264
1602226765.579554,6,0.8809999823570251
1602226778.349791,7,0.9027500152587891
1602226791.463037,8,0.9140499830245972
1602226804.540472,9,0.9172000288963318
1602226817.772621,10,0.9232500195503235
1602226829.902573,11,0.9283666610717773
1602226842.691137,12,0.8797666430473328
1602226855.314491,13,0.9193166494369507
1602226867.934789,14,0.925000011920929
1602226880.377256,15,0.9273999929428101
1602226892.382212,16,0.9282166957855225
1602226904.369918,17,0.9303333163261414
1602226916.5456,18,0.9280333518981934
1602226928.909515,19,0.9283833503723145
1602226941.060485,20,0.9269833564758301
1602226952.998865,21,0.9261666536331177
1602226965.22005,22,0.9234833121299744
1602226977.558777,23,0.9249500036239624
1602226989.407548,24,0.9245166778564453
1602227001.605199,25,0.9259166717529297
1602227013.729613,26,0.927649974822998
1602227025.835825,27,0.9265499711036682
1602227037.780965,28,0.9283666610717773
1602227049.705465,29,0.9284499883651733
1602227061.608262,30,0.9287833571434021
1602227073.552947,31,0.9319166541099548
1602227084.951606,32,0.9313166737556458
1602227096.219452,33,0.9346166849136353
1602227107.795049,34,0.9342166781425476
1602227119.731603,35,0.9355666637420654
1602227131.556172,36,0.9356499910354614
1602227142.880818,37,0.9368500113487244
1602227155.04991,38,0.9375
1602227167.271429,39,0.9413333535194397
1602227179.502238,40,0.939466655254364
1602227191.417728,41,0.9413333535194397
1602227203.524958,42,0.9424166679382324
1602227215.507304,43,0.942300021648407
1602227227.768482,44,0.9420999884605408
1602227240.197971,45,0.9422666430473328
1602227252.452284,46,0.9426000118255615
1602227264.929145,47,0.9418666958808899
1602227276.773716,48,0.9470666646957397
1602227288.985367,49,0.9412833452224731
