Wall time,Step,Value
1602240323.951671,0,0.7417166829109192
1602240325.671363,1,0.7623000144958496
1602240327.36464,2,0.7635666728019714
1602240329.073858,3,0.7651166915893555
1602240330.806711,4,0.7578833103179932
1602240332.539499,5,0.7621833086013794
1602240334.278788,6,0.763616681098938
1602240335.994667,7,0.7562166452407837
1602240337.770653,8,0.7634999752044678
1602240339.555839,9,0.7594333291053772
1602240341.260637,10,0.7643166780471802
1602240343.018394,11,0.7631833553314209
1602240344.809832,12,0.7588499784469604
1602240346.531006,13,0.760533332824707
1602240348.300914,14,0.7604666948318481
1602240350.334285,15,0.7611166834831238
1602240352.377711,16,0.7631499767303467
1602240354.104066,17,0.7595333456993103
1602240355.930434,18,0.7618833184242249
1602240357.863043,19,0.7576500177383423
1602240359.650256,20,0.7626000046730042
1602240361.446492,21,0.7625666856765747
1602240363.199913,22,0.7636333107948303
1602240364.968896,23,0.754883348941803
1602240366.88423,24,0.7575500011444092
1602240368.675316,25,0.7587166428565979
1602240370.395527,26,0.7614333629608154
1602240372.109952,27,0.7609999775886536
1602240373.868881,28,0.7611333131790161
1602240375.792129,29,0.7616000175476074
1602240377.570548,30,0.7620000243186951
1602240379.462088,31,0.7601666450500488
1602240381.32834,32,0.7624833583831787
1602240383.10487,33,0.7621999979019165
1602240384.862612,34,0.7621833086013794
1602240386.611944,35,0.7589166760444641
1602240388.368341,36,0.761900007724762
1602240390.100371,37,0.7627000212669373
1602240391.871892,38,0.7616000175476074
1602240393.642008,39,0.7591666579246521
1602240395.44094,40,0.7634833455085754
1602240397.401922,41,0.7606499791145325
1602240399.488371,42,0.7608000040054321
1602240401.44862,43,0.7641500234603882
1602240403.203574,44,0.7535333037376404
1602240405.201817,45,0.7593166828155518
1602240407.085104,46,0.7597666382789612
1602240408.848854,47,0.7601666450500488
1602240410.984746,48,0.7600333094596863
1602240412.726725,49,0.7577166557312012
1602240414.403497,50,0.7629833221435547
1602240416.106737,51,0.756600022315979
1602240417.857682,52,0.7594166398048401
1602240419.814471,53,0.7638166546821594
1602240421.886896,54,0.7583833336830139
1602240423.770832,55,0.7615166902542114
1602240425.717262,56,0.7620999813079834
1602240427.526812,57,0.7601833343505859
1602240429.414075,58,0.7620333433151245
1602240432.571261,59,0.7593500018119812
1602240434.648116,60,0.7597166895866394
1602240436.530539,61,0.7662166953086853
1602240440.673174,62,0.7576333284378052
1602240443.140293,63,0.7560833096504211
1602240445.350818,64,0.7617166638374329
1602240447.663407,65,0.762416660785675
1602240449.472939,66,0.758566677570343
1602240452.264293,67,0.7629833221435547
1602240455.387531,68,0.7615333199501038
1602240458.745054,69,0.7582833170890808
1602240462.731587,70,0.7595499753952026
1602240464.787838,71,0.7607666850090027
1602240466.971038,72,0.7602999806404114
1602240468.788399,73,0.763533353805542
1602240472.058919,74,0.7637166380882263
1602240474.252381,75,0.7602499723434448
1602240476.07654,76,0.7592999935150146
1602240478.044029,77,0.765666663646698
1602240480.013955,78,0.760616660118103
1602240481.799695,79,0.7581666707992554
1602240483.689567,80,0.7627500295639038
1602240485.979257,81,0.753600001335144
1602240488.050823,82,0.7628999948501587
1602240490.066517,83,0.7605833411216736
1602240491.908379,84,0.7628499865531921
1602240493.642079,85,0.7601333260536194
1602240495.445532,86,0.7643166780471802
1602240497.191692,87,0.7561166882514954
1602240499.335474,88,0.7609666585922241
1602240501.229172,89,0.7649666666984558
1602240503.136294,90,0.762666642665863
1602240504.949068,91,0.7636666893959045
1602240506.883148,92,0.756683349609375
1602240508.830883,93,0.7607166767120361
1602240510.972411,94,0.7602999806404114
1602240513.175165,95,0.7601500153541565
1602240515.592894,96,0.7598333358764648
1602240517.587891,97,0.7628333568572998
1602240519.384862,98,0.7625499963760376
1602240521.587464,99,0.7581833600997925
